disaster_type,severity,population_affected,rainfall_mm,temperature_c,disaster_duration_days,district,state,latitude,longitude,food_required,medical_required,water_required,clothing_required
Flood,9,79314,908.87,43.5,13,Sangareddy,Telangana,16.7164,78.3158,134608,23670,229156,54005
Flood,2,84986,29.55,37.9,8,Phek,Nagaland,25.1039,94.0606,42257,10867,93999,28627
Landslide,2,13446,344.93,25.5,11,Kullu,Himachal Pradesh,30.7231,77.2845,7537,1440,10258,5414
Fire,10,48105,823.38,29.0,8,Medchal,Telangana,16.7751,78.4311,37648,18335,69920,18989
Earthquake,9,6873,628.29,31.3,10,Malda,West Bengal,22.3848,88.1284,7203,1645,12457,4708
Fire,4,95101,981.69,33.3,25,Palakkad,Kerala,8.5858,76.6862,150204,26869,129867,38406
Tsunami,5,75424,944.51,12.7,27,Jammu,Jammu and Kashmir,34.592,74.9596,206215,12196,231071,69874
Fire,9,32443,169.94,42.7,11,East Godavari,Andhra Pradesh,16.1001,80.5367,31854,14302,46124,12921
Landslide,6,74883,971.99,30.9,28,Dholpur,Rajasthan,26.8173,75.3503,165232,17855,164795,54168
Fire,10,46063,945.53,42.6,1,Patna,Bihar,25.7004,85.0099,4767,22200,52305,14296
Flood,9,42083,373.61,32.1,7,Hanumangarh,Rajasthan,26.92,75.4163,36468,9290,97371,18162
Landslide,9,36072,982.88,25.1,26,West Garo Hills,Meghalaya,25.7518,92.4309,80203,8563,86276,24030
Flood,7,17059,35.84,29.8,8,Jalandhar,Punjab,31.4243,75.5391,14291,3655,27552,10238
Landslide,10,89443,660.75,39.0,6,Samba,Jammu and Kashmir,33.9746,75.4016,59523,23842,136604,52447
Earthquake,9,34233,266.15,21.4,26,Nainital,Uttarakhand,30.7603,77.9056,90303,7690,86619,33643
Fire,5,89854,129.46,43.5,14,Devbhoomi Dwarka,Gujarat,23.2181,72.7441,79017,31806,80274,27908
Earthquake,5,51250,577.53,26.3,28,South 24 Parganas,West Bengal,23.2561,88.3571,122715,9043,102977,44988
Flood,8,21834,306.35,43.5,20,Dewas,Madhya Pradesh,23.5336,77.1637,57746,5364,64195,14721
Cyclone,10,88464,666.83,40.8,7,Dindori,Madhya Pradesh,23.3554,77.4224,86580,33260,196664,62270
Tsunami,4,17500,539.98,36.9,3,Jorhat,Assam,25.9641,91.8719,5001,3361,25009,6978
Tsunami,9,20102,392.59,26.4,2,Jalore,Rajasthan,27.03,75.1601,5744,4440,35291,12678
Cyclone,7,98429,181.82,30.5,22,Kannauj,Uttar Pradesh,26.2159,80.7992,218517,20744,231667,82268
Tsunami,7,36592,601.25,39.3,18,Hoshiarpur,Punjab,31.6524,75.9275,70526,10796,103403,27907
Landslide,3,97853,829.23,29.0,22,Kamareddy,Telangana,17.1001,78.2714,148910,13752,138831,59394
Earthquake,4,93568,600.0,35.8,26,Mau,Uttar Pradesh,26.5988,80.3922,200656,18341,178340,84416
Flood,7,30975,610.52,37.7,3,Chitradurga,Karnataka,13.0188,77.5111,9101,6047,50506,13387
Landslide,5,25146,511.84,28.0,14,Jayashankar Bhoopalpally,Telangana,17.4942,78.6516,25111,4307,32799,13845
Earthquake,3,23764,388.24,28.8,18,Koderma,Jharkhand,23.3494,85.8292,31830,3321,30248,15728
Landslide,1,24553,457.46,16.9,13,Ramanathapuram,Tamil Nadu,13.1473,79.5919,15623,1765,18944,10387
Landslide,7,4846,989.54,18.6,8,Siddharth Nagar,Uttar Pradesh,27.5824,80.3476,3214,920,5755,2859
Landslide,6,89609,749.67,41.7,4,Sultanpur,Uttar Pradesh,26.7151,80.1697,32137,21329,108794,44581
Fire,10,13317,430.56,39.4,15,Muzaffarpur,Bihar,25.5688,84.5696,18926,5354,18017,6632
Cyclone,7,63284,457.3,10.4,12,Phek,Nagaland,25.2926,93.7212,86241,8792,121881,41692
Cyclone,2,88998,499.63,40.4,14,Dhar,Madhya Pradesh,22.9344,77.4876,82190,13285,94278,45823
Cyclone,4,41935,659.31,10.9,20,New Delhi,Delhi (NCT),28.4458,76.8509,56823,5123,68094,28287
Flood,2,9233,465.96,26.0,7,Seoni,Madhya Pradesh,23.8273,77.048,5233,725,11440,3174
Earthquake,8,40633,686.18,12.4,24,Vikarabad,Telangana,17.2312,78.6837,91939,7039,108480,45543
Fire,7,5504,329.19,43.9,12,Davangere,Karnataka,13.2074,77.8079,4858,2096,6956,1743
Landslide,1,33439,410.64,44.0,29,Kra Daadi,Arunachal Pradesh,27.1639,93.8439,50901,2973,37093,18143
Flood,2,28825,864.05,31.4,9,Chethlath,Lakshadweep (UT),10.6003,72.234,22528,2933,37372,10973
Earthquake,2,74432,328.91,23.7,10,Banaskantha (Palanpur),Gujarat,23.2209,72.4754,43743,7772,75355,37080
Flood,4,45480,964.44,27.9,8,Osmanabad,Maharashtra,19.5677,72.5618,34140,6327,82352,22380
Flood,3,48173,172.5,36.7,30,Seraikela-Kharsawan,Jharkhand,23.2155,85.5531,100333,5803,110262,28284
Flood,1,60973,241.68,17.8,20,Nainital,Uttarakhand,30.7703,78.1427,73032,4537,93546,29342
Fire,2,87000,463.68,25.5,2,Tiruvarur,Tamil Nadu,12.4622,79.9948,9269,13928,45821,16780
Flood,9,41441,797.41,35.8,26,Mahasamund,Chhattisgarh,21.1351,81.8875,145667,10369,166020,33005
Fire,1,1336,731.58,23.8,16,Sagar,Madhya Pradesh,23.7509,77.9039,1081,189,888,356
Flood,9,68016,174.47,11.1,21,Dakshina Kannada,Karnataka,12.5189,77.5337,157747,9758,202396,49882
Landslide,7,14638,236.69,27.8,23,Haridwar,Uttarakhand,30.4061,78.0107,25009,3259,26647,9647
Landslide,2,12071,575.26,35.8,18,Garhwa,Jharkhand,23.7078,85.487,11293,1615,14221,6013
Tsunami,2,99921,295.16,44.2,20,Angul,Odisha,20.5653,85.9778,142153,15621,166672,58022
Landslide,5,83553,422.33,11.3,22,Godda,Jharkhand,23.2678,85.5012,144370,11094,144714,50947
Tsunami,5,38755,486.59,28.9,24,Hanumangarh,Rajasthan,27.4135,75.7832,92445,7182,97660,23402
Landslide,4,77122,594.25,25.7,10,North East Delhi,Delhi (NCT),28.7504,76.5094,47363,11399,90668,30889
Fire,10,60884,251.05,18.5,29,Sidhi,Madhya Pradesh,23.7967,77.4434,168074,21441,140221,31007
Flood,10,61389,163.14,32.3,6,Prakasam,Andhra Pradesh,16.3505,80.2601,45671,16930,110242,34553
Cyclone,3,37510,398.56,15.7,6,Sonepur,Odisha,19.8402,85.7722,14863,4541,43444,17898
Flood,4,91082,82.03,19.9,22,Ratlam,Madhya Pradesh,23.7,76.9899,182339,10933,178741,47024
Earthquake,10,51402,526.77,37.4,20,Ludhiana,Punjab,31.5358,75.8527,131364,16404,113083,55797
Earthquake,4,21803,839.61,26.1,13,Dhalai,Tripura,24.0217,91.1617,23323,3481,26894,12178
Landslide,2,44291,118.98,44.8,19,South West Khasi Hills,Meghalaya,25.2819,91.7465,41324,6503,43044,21172
Tsunami,5,54212,112.73,23.5,17,Cachar,Assam,26.3156,91.4257,87028,9015,108209,35773
Cyclone,5,11499,80.22,26.2,2,Nirmal,Telangana,17.0051,78.5897,2032,2144,11540,5147
Earthquake,5,12785,847.86,20.5,18,Fatehabad,Haryana,28.9175,76.0474,20363,2193,20952,9257
Tsunami,10,87877,80.7,18.3,26,Rajanna Sircilla,Telangana,17.1587,78.885,316526,19546,350915,94326
Cyclone,1,4587,983.46,42.3,7,Suryapet,Telangana,17.392,78.0405,2134,490,4608,1847
Fire,6,12118,358.33,36.2,27,Patna,Bihar,25.3582,84.4321,19387,4409,22121,5905
Flood,2,30925,328.76,21.7,14,Lakhisarai,Bihar,25.2336,85.5694,28844,2423,52018,12923
Fire,7,7850,91.63,34.5,22,Dhubri,Assam,26.3621,91.3563,15141,2632,12165,3609
Cyclone,4,59056,585.64,43.8,15,Central Delhi,Delhi (NCT),28.5558,77.3685,71935,13246,91572,30934
Landslide,5,50329,585.88,12.6,8,East Jaintia Hills,Meghalaya,25.9532,91.8986,28695,7757,61405,23205
Earthquake,5,83320,493.81,19.3,9,Bhojpur,Bihar,25.8304,84.8507,62890,14090,94389,51174
Flood,5,43218,311.02,17.0,21,Dindigul,Tamil Nadu,13.246,80.334,78643,5128,97579,25820
Flood,2,59715,368.58,40.4,11,West Tripura,Tripura,23.0952,91.1698,37453,7834,80543,20148
Earthquake,5,80046,320.5,16.3,3,Bhilwara,Rajasthan,27.0384,75.5666,23667,13433,74390,32846
Tsunami,3,57390,426.15,20.8,20,Bhavnagar,Gujarat,23.1753,72.7203,90496,7318,122531,35696
Fire,4,15205,341.79,29.0,14,Pakur,Jharkhand,23.7717,85.5415,12905,3519,15645,4360
Earthquake,2,19013,675.52,31.7,27,Narmada (Rajpipla),Gujarat,22.9073,72.9454,31782,2546,26047,15052
Cyclone,4,49615,295.79,38.3,8,Morbi,Gujarat,22.6239,72.0595,32628,8351,64015,25740
Earthquake,9,47442,350.84,24.3,3,Barwani,Madhya Pradesh,23.402,77.3649,14265,9495,65366,33281
Fire,8,52284,435.46,28.7,18,Tirunelveli,Tamil Nadu,13.2736,80.3798,61719,13210,68975,20088
Fire,3,83347,3.96,43.8,23,Cuttack,Odisha,20.6751,85.4917,94857,20326,94833,31860
Cyclone,1,60606,492.08,20.4,14,Warangal (Rural),Telangana,16.9836,78.1122,49261,4981,62507,24843
Fire,1,25067,255.82,18.7,20,West Tripura,Tripura,23.1275,90.9811,21461,2275,19848,7598
Fire,6,36123,56.15,34.9,29,Bharuch,Gujarat,23.0184,72.6834,81065,10187,60633,18786
Tsunami,3,54388,911.02,37.0,8,Panna,Madhya Pradesh,23.7276,77.3069,37673,8653,69902,22187
Tsunami,4,26722,322.42,24.5,17,Balangir,Odisha,20.2801,85.4511,42715,4003,53182,15260
Fire,1,45301,426.09,17.5,8,Farrukhabad,Uttar Pradesh,26.6041,81.1144,14651,6256,24580,11332
Fire,8,75133,827.34,37.3,5,Panchmahal (Godhra),Gujarat,22.7697,72.8189,30672,31449,97435,21190
Cyclone,1,16450,166.79,33.5,12,Visakhapatnam,Andhra Pradesh,16.5214,80.2277,12853,1637,15390,7261
Landslide,5,54920,850.31,40.7,2,Belagavi (Belgaum),Karnataka,12.8,77.8784,7865,9787,52665,20291
Cyclone,6,48809,241.64,39.6,17,Serchhip,Mizoram,23.3571,92.2501,75154,11372,89342,36870
Cyclone,2,88332,589.04,17.2,13,Godda,Jharkhand,23.2246,85.4159,82466,10092,119050,40337
Cyclone,7,27570,685.68,39.1,22,Jhansi,Uttar Pradesh,27.4902,80.7467,73500,7869,63441,21628
Landslide,7,30989,905.01,16.1,14,Cuddalore,Tamil Nadu,13.0916,80.0955,41309,5498,47333,21675
Flood,1,10324,607.64,40.2,9,Nawanshahr (Shahid Bhagat Singh Nagar),Punjab,30.7644,75.7826,6277,1117,10547,4043
Earthquake,4,5565,453.23,37.0,9,Raipur,Chhattisgarh,21.6474,81.1736,3316,889,5967,3130
Earthquake,4,82518,572.27,29.9,9,Kaushambi,Uttar Pradesh,26.9816,81.0959,57551,11946,95027,49422
Flood,5,97839,202.08,32.5,27,Vikarabad,Telangana,17.2387,78.7594,239216,17310,266473,63569
Flood,1,93580,689.07,13.6,20,Yadadri Bhuvanagiri,Telangana,17.7861,78.1448,124159,5924,127937,46558
Landslide,1,55314,186.88,11.4,6,Chhatarpur,Madhya Pradesh,22.8935,77.6289,15204,3914,39590,21418
Landslide,7,95473,557.25,21.6,30,Bishnupur,Manipur,24.7341,94.0456,236621,20679,222126,81074
Cyclone,9,3044,647.6,38.7,12,Allahabad,Uttar Pradesh,26.5247,81.1871,3875,826,5915,2343
Landslide,1,24436,898.58,26.3,10,Dhalai,Tripura,24.0228,91.6801,12168,2096,15914,10066
Fire,2,38724,450.19,17.8,22,Lalitpur,Uttar Pradesh,27.0266,80.4569,42238,6954,37051,11527
Cyclone,6,65306,775.33,39.2,5,South Tripura,Tripura,23.5078,91.4221,26728,15342,89751,33103
Fire,6,44864,167.53,18.0,18,Udham Singh Nagar,Uttarakhand,30.8833,77.9084,53406,9259,53018,19476
Tsunami,2,97432,156.2,38.5,7,Shajapur,Madhya Pradesh,23.3373,77.9644,49360,14011,109097,36810
Earthquake,9,94425,524.8,25.9,13,Warangal (Rural),Telangana,16.6014,78.1272,139713,22670,174590,84958
Flood,4,45520,596.34,26.2,1,Paschim Medinipur (West Medinipur),West Bengal,23.158,88.9485,3823,6796,57129,16623
Tsunami,7,89858,632.34,19.5,6,Papum Pare,Arunachal Pradesh,27.1571,93.7152,69117,19351,190984,50249
Earthquake,6,65771,745.67,41.5,21,Davangere,Karnataka,13.2394,77.8919,126862,14915,126209,60932
Flood,3,15873,294.93,13.1,21,Muzaffarnagar,Uttar Pradesh,27.0551,81.2652,27673,1606,30188,8406
Earthquake,8,26547,622.61,15.1,8,Durg,Chhattisgarh,21.5854,81.5301,20912,5295,38709,17726
Earthquake,7,4133,188.14,32.3,9,Shahjahanpur,Uttar Pradesh,27.249,81.0106,3341,942,5763,2454
Landslide,9,55952,219.0,39.8,7,Nalanda,Bihar,24.8936,85.4962,39339,15252,82747,31905
Earthquake,3,20597,67.31,13.3,10,Kaimur (Bhabua),Bihar,25.7426,85.0568,12149,1881,20454,10106
Cyclone,1,79814,747.0,35.7,29,Bhind,Madhya Pradesh,23.3625,77.3721,136578,8326,126800,43671
Fire,2,72182,506.99,36.0,8,Dantewada (South Bastar),Chhattisgarh,20.803,81.4179,30644,13120,49126,16453
Earthquake,1,74032,238.19,30.4,30,Morigaon,Assam,25.4106,92.0988,108920,7184,73913,55418
Flood,5,21078,556.24,27.0,2,Banaskantha (Palanpur),Gujarat,23.0339,72.2726,4155,3667,27978,6984
Earthquake,10,12982,354.24,21.2,18,Bishnupur,Manipur,24.74,94.2883,26611,3620,34246,11430
Landslide,2,17045,837.21,22.3,28,Aligarh,Uttar Pradesh,27.1291,80.7738,30054,1981,21927,9367
Flood,3,87420,528.15,33.6,15,Bengaluru (Bangalore) Rural,Karnataka,13.2654,77.8736,104774,12490,143570,49774
Earthquake,8,56585,29.81,12.3,24,Kilthan,Lakshadweep (UT),10.5524,73.3632,137479,10074,99779,47262
Cyclone,10,68950,985.1,30.5,6,Murshidabad,West Bengal,22.5186,88.7617,53805,18812,130522,36292
Cyclone,5,59970,74.3,19.8,24,Chirang,Assam,26.0879,91.6919,116751,9742,110862,48860
Cyclone,4,18695,695.96,26.3,14,West Champaran,Bihar,25.9914,85.4332,21889,3109,34114,9875
Cyclone,5,84391,437.26,29.6,25,Karnal,Haryana,28.8659,75.9682,176572,16249,179313,56970
Landslide,10,97947,249.32,41.0,25,Wardha,Maharashtra,18.6826,72.5229,271732,29891,235235,92478
Cyclone,6,64138,676.46,30.3,27,Haveri,Karnataka,12.3706,77.3175,184479,12885,155687,55618
Fire,7,56226,125.9,18.0,22,Sagar,Madhya Pradesh,23.3481,77.6469,92970,18188,75142,27491
Flood,9,96234,858.25,12.8,24,Jayashankar Bhoopalpally,Telangana,17.4776,78.5841,295638,13652,384982,79742
Tsunami,1,35549,250.61,31.9,18,Hooghly,West Bengal,22.5413,88.016,43010,4208,41946,16803
Earthquake,4,18739,361.45,29.1,24,Palamu,Jharkhand,23.2704,84.9413,29461,2798,29908,15391
Fire,9,45470,632.64,33.5,3,Etawah,Uttar Pradesh,26.8998,80.898,11527,17707,41270,15673
Cyclone,5,96659,1.03,26.1,30,Hamirpur,Uttar Pradesh,27.103,81.4659,222339,15435,200888,87472
Cyclone,8,74728,472.75,38.9,1,Sheikhpura,Bihar,25.1855,85.265,7773,15958,84312,44488
Flood,1,72018,894.25,42.2,23,Mancherial,Telangana,17.2977,78.6898,102616,7470,108125,29223
Tsunami,4,42810,680.42,11.4,1,Koppal,Karnataka,13.5512,77.4818,3675,6376,60659,21657
Earthquake,9,54151,387.9,36.0,14,Yavatmal,Maharashtra,19.3105,72.2725,79695,14376,92443,44618
Earthquake,1,60739,660.42,11.2,27,Balrampur,Chhattisgarh,21.1168,81.6062,87094,4536,70491,33169
Fire,1,3259,936.57,25.6,1,Unnao,Uttar Pradesh,26.6836,81.1279,154,422,1722,689
Cyclone,4,71292,187.81,26.2,1,Panipat,Haryana,29.0794,76.4075,5625,10551,82257,31138
Fire,3,67088,531.81,34.4,4,Pathanamthitta,Kerala,8.2006,77.0397,16419,10899,46236,12528
Fire,7,18806,234.74,22.3,29,Chhatarpur,Madhya Pradesh,23.0749,77.4163,43133,5015,31840,9081
Fire,3,9962,854.22,38.7,30,Banaskantha (Palanpur),Gujarat,23.2575,72.4664,20105,2411,12946,3655
Earthquake,1,10319,721.05,22.0,12,Karur,Tamil Nadu,13.0437,80.1766,6099,801,8511,4657
Cyclone,10,89117,801.08,22.0,15,Budaun,Uttar Pradesh,26.8796,81.0422,187085,19646,229920,85838
Flood,2,34636,943.01,17.8,29,Chandel,Manipur,24.8227,93.6627,64980,3094,92660,18255
Landslide,10,71732,232.31,33.9,30,Jajpur,Odisha,20.089,85.5353,238866,21474,208481,67484
Earthquake,4,77491,48.72,12.7,28,Surajpur ,Chhattisgarh,20.909,81.2618,158203,10297,136414,70385
Cyclone,1,62986,290.9,22.7,4,Khagaria,Bihar,26.0305,85.4844,14052,5575,48766,20686
Tsunami,1,80096,399.14,19.3,30,Solapur,Maharashtra,18.4399,72.8893,163629,7128,148007,62216
Flood,8,34037,625.16,18.0,10,Aligarh,Uttar Pradesh,27.1675,80.8192,39747,6556,81037,19501
Landslide,7,21194,797.7,12.1,11,Balrampur,Chhattisgarh,21.0422,81.9402,19675,3532,37200,13672
Tsunami,8,28024,349.8,16.7,6,Doda,Jammu and Kashmir,34.2445,74.4809,22190,6369,60109,21333
Landslide,4,83425,473.5,25.6,28,Krishnagiri,Tamil Nadu,12.678,80.3579,136285,14237,134127,51349
Landslide,6,223,785.47,27.6,10,Ahmednagar,Maharashtra,18.8556,72.9001,187,42,276,129
Cyclone,3,53249,225.33,19.4,12,West Delhi,Delhi (NCT),28.2304,77.3374,45019,5563,66690,24924
Flood,8,71545,217.13,32.8,3,Bijapur,Chhattisgarh,21.1317,81.623,24431,15716,120288,34384
Fire,4,31954,589.23,21.8,15,Bageshwar,Uttarakhand,30.3552,77.7443,28083,8172,32978,8417
Cyclone,3,60896,436.06,22.9,16,Perambalur,Tamil Nadu,12.8226,80.3506,72108,7862,78597,31058
Flood,4,69532,948.9,37.4,10,Kapurthala,Punjab,30.7618,75.509,68568,10102,121191,34517
Fire,6,59068,357.03,29.3,22,Tarn Taran,Punjab,31.4748,76.4065,108469,17225,80126,27162
Cyclone,7,40934,759.56,43.4,29,Puri,Odisha,19.9653,85.2086,136944,10400,103500,35341
Landslide,7,17211,583.09,22.6,23,Chikkamagaluru (Chikmagalur),Karnataka,12.8413,77.8933,36637,3112,37985,12998
Landslide,4,72675,54.58,39.0,11,East Jaintia Hills,Meghalaya,25.9536,91.6354,48200,14023,66258,37827
Landslide,8,24199,84.39,35.8,16,Dakshin Dinajpur (South Dinajpur),West Bengal,22.4103,88.5676,32719,6375,38282,18064
Fire,7,69306,203.16,41.2,17,Vidisha,Madhya Pradesh,23.7571,78.1392,88685,28216,98137,29665
Landslide,2,50393,143.15,43.5,14,Kodagu,Karnataka,12.7428,76.9311,38532,4720,49996,24585
Landslide,8,15129,329.37,10.3,16,Mandya,Karnataka,12.3614,77.5191,21206,2745,26613,10298
Earthquake,9,31911,578.99,13.1,14,Charaideo,Assam,26.0242,91.9547,53504,6514,63784,23519
Cyclone,5,15893,602.36,33.6,6,Hisar,Haryana,29.2115,76.114,8036,2665,18902,7115
Landslide,4,48206,587.77,23.7,10,Jamnagar,Gujarat,23.0047,72.1094,29374,7329,49759,21792
Landslide,4,85762,117.61,38.7,17,Sri Ganganagar,Rajasthan,26.8671,75.4041,102233,13273,89782,37979
Earthquake,4,84864,600.23,10.4,23,Sri Ganganagar,Rajasthan,26.8884,75.024,148411,8508,136835,57055
Flood,6,84231,409.75,38.2,10,Guntur,Andhra Pradesh,16.5807,81.0814,84641,17890,171113,37959
Earthquake,4,1072,903.05,14.7,21,Uttara Kannada (Karwar),Karnataka,13.7109,77.5618,1538,137,1813,680
Flood,7,460,911.98,20.2,10,Kolasib,Mizoram,23.4216,92.7359,577,68,876,203
Tsunami,7,2732,768.17,43.9,14,Mayurbanj,Odisha,20.4645,86.54,5627,871,7541,2320
Tsunami,5,36058,703.11,11.8,20,Vadodara,Gujarat,22.2505,72.6805,78636,5430,101170,28366
Flood,5,80982,114.95,22.2,17,Gumla,Jharkhand,23.6545,85.3101,120276,10707,160041,42837
Fire,10,18108,84.69,13.0,9,Aligarh,Uttar Pradesh,26.7963,80.9613,15072,4831,27907,7484
Flood,8,77756,840.83,39.9,15,Kalaburagi (Gulbarga),Karnataka,13.1077,77.6524,151160,17107,206594,46670
Fire,7,30383,427.02,34.6,7,Jogulamba Gadwal,Telangana,17.3412,78.4473,17018,8697,28170,9567
Cyclone,7,51008,451.36,38.0,2,Lohardaga,Jharkhand,22.8623,85.3798,9809,14193,68847,28090
Fire,6,7918,847.79,28.5,4,Vadodara,Gujarat,22.751,72.9469,2255,2798,7332,2320
Cyclone,7,70755,621.43,22.5,20,Mau,Uttar Pradesh,26.4387,80.5654,139061,15675,180905,48361
Flood,7,30679,179.41,10.1,24,Baran,Rajasthan,27.3091,75.7524,82261,3754,80027,23988
Cyclone,10,55278,211.01,19.7,18,Unnao,Uttar Pradesh,26.67,81.2226,121296,13789,149324,49711
Flood,2,57684,6.38,28.0,11,Tiruchirappalli,Tamil Nadu,12.3577,80.6294,46874,7327,60201,24061
Earthquake,10,65120,710.67,33.3,5,Burhanpur,Madhya Pradesh,23.2309,77.0415,39119,17358,104745,48846
Flood,2,95473,485.61,18.0,26,Seoni,Madhya Pradesh,24.0015,77.6027,185978,8698,172909,49329
Earthquake,10,1075,949.96,14.9,8,Etah,Uttar Pradesh,26.2834,80.8346,1013,289,1971,841
Landslide,7,63579,714.01,17.1,22,Mathura,Uttar Pradesh,27.4738,80.8972,105131,12071,107916,49097
Landslide,10,16365,103.15,22.4,20,Palghar,Maharashtra,18.8928,72.6798,36629,4268,33452,12003
Landslide,7,63618,161.54,15.2,5,Bageshwar,Uttarakhand,30.6035,78.138,26770,10283,74419,34082
Tsunami,7,4418,501.72,15.5,2,Kishanganj,Bihar,25.7557,84.5492,1100,724,8448,2010
Flood,5,35181,924.87,11.5,5,Agar Malwa,Madhya Pradesh,23.4659,77.477,18630,4697,53579,13668
Flood,1,58749,247.25,40.0,3,Mandi,Himachal Pradesh,30.8384,77.1884,11022,5596,46074,19349
Earthquake,2,43169,825.58,17.7,12,Chittorgarh,Rajasthan,26.9707,75.7104,27313,4094,53484,20079
Landslide,9,78770,312.27,38.8,19,Mumbai City,Maharashtra,19.0387,73.3507,140993,20399,129110,57616
Tsunami,8,76477,269.9,25.3,7,Sambhal (Bhim Nagar),Uttar Pradesh,27.2021,80.6929,65124,19715,153911,47392
Flood,8,91771,901.39,32.1,19,Khandwa,Madhya Pradesh,23.3917,77.3058,209654,21782,255035,57250
Cyclone,10,12527,47.24,12.6,4,Bongaigaon,Assam,26.303,92.0147,5941,3146,18258,7667
Flood,1,40351,660.74,30.4,23,Bharatpur,Rajasthan,26.8147,76.0208,59428,4113,62777,18267
Fire,6,99767,43.17,20.1,14,East Garo Hills,Meghalaya,25.5208,92.07,110762,25619,125234,41373
Earthquake,9,25265,800.76,13.3,19,Mehsana,Gujarat,23.6453,72.2614,55855,5243,64939,26602
Flood,8,67385,829.4,41.8,26,Khargone,Madhya Pradesh,22.8085,77.89,229563,18810,249842,54859
Earthquake,3,98944,893.36,31.1,26,Wayanad,Kerala,8.4759,77.327,172102,14294,177566,72285
Fire,4,65027,186.09,18.5,29,West Sikkim,Sikkim,27.9701,89.1005,123808,14558,85048,25315
Fire,3,73270,124.5,24.7,18,Alipurduar,West Bengal,22.3345,88.5462,70449,14128,69208,24806
Flood,6,76250,503.54,22.5,26,Tonk,Rajasthan,26.7049,76.3873,205485,13302,224013,54265
Landslide,9,24966,271.63,34.5,7,Bijapur,Chhattisgarh,21.4066,81.6526,14459,7676,40778,15660
Earthquake,8,10382,606.3,31.3,15,Kamjong,Manipur,24.7672,93.9107,16894,2114,19387,8335
Landslide,10,20419,513.75,10.7,21,Chamba,Himachal Pradesh,31.209,77.0637,48442,4873,52719,17556
Landslide,4,36826,144.85,16.9,1,Charkhi Dadri,Haryana,28.7984,76.3613,2563,5466,32285,14117
Flood,2,15512,739.27,26.7,12,Kolhapur,Maharashtra,19.4658,72.5509,11996,1591,22468,5715
Flood,8,73686,803.78,25.6,26,Mansa,Punjab,31.0195,74.9694,254585,15484,277808,62983
Fire,8,24683,963.04,28.1,29,Hingoli,Maharashtra,19.0912,72.9905,60604,8465,46575,11178
Flood,6,83677,395.54,35.0,24,Golaghat,Assam,26.2286,91.4776,185523,15076,239343,51595
Landslide,8,62022,337.73,33.9,19,Kanyakumari,Tamil Nadu,13.2534,80.4044,125707,17191,123522,41566
Fire,9,6285,192.26,23.0,27,Kota,Rajasthan,26.9948,75.7106,16403,1865,12619,3325
Landslide,1,86448,180.87,40.7,23,Sangrur,Punjab,30.6087,74.9586,97971,9645,91126,39440
Cyclone,9,91468,321.05,12.2,6,West Siang,Arunachal Pradesh,27.3284,93.949,66571,15734,165953,54098
Cyclone,2,56489,981.82,30.5,26,Shimla,Himachal Pradesh,31.4704,77.4524,113254,6522,91574,36516
Fire,1,17523,92.26,43.2,28,Bithra,Lakshadweep (UT),10.7362,72.5115,19700,2627,15391,5805
Flood,8,51368,259.37,29.2,13,Hamirpur,Uttar Pradesh,26.5643,81.5916,93942,11000,123729,28277
Fire,8,41744,85.98,25.9,30,Chitradurga,Karnataka,13.1699,77.3203,100374,14501,79372,24038
Landslide,4,36886,273.63,14.7,6,Tiruvarur,Tamil Nadu,12.4499,80.299,15710,5202,33260,16535
Cyclone,8,95301,92.4,38.4,13,Sirsa,Haryana,29.3833,76.2661,137733,24385,181197,54126
Fire,7,75625,508.31,23.1,15,Changlang,Arunachal Pradesh,26.7118,94.1715,80891,26888,108933,28418
Flood,2,83844,438.36,34.5,29,Mokokchung,Nagaland,25.6047,93.7742,171848,9152,166087,47915
Cyclone,5,88690,174.05,16.9,16,Gandhinagar,Gujarat,22.8758,72.5374,135672,13947,133335,57199
Tsunami,10,30577,174.81,11.5,8,Lohardaga,Jharkhand,23.1109,85.1737,32689,7870,81031,24109
Tsunami,4,96010,626.11,20.7,13,Jaipur,Rajasthan,26.5516,75.686,131759,14088,167727,51438
Earthquake,3,3671,387.12,19.8,13,Etawah,Uttar Pradesh,27.3416,80.9466,3330,465,4838,2205
Tsunami,1,19676,56.19,40.6,28,Karaikal,Puducherry (UT),12.1467,79.9272,31940,1746,30007,9833
Earthquake,5,62803,920.19,40.3,29,Visakhapatnam,Andhra Pradesh,16.7735,80.5135,153141,14288,156600,55229
Cyclone,10,9780,404.95,28.7,20,Tarn Taran,Punjab,31.1357,76.1947,24325,2425,28577,10280
Cyclone,8,25806,591.05,10.7,20,Ramanathapuram,Tamil Nadu,13.3187,80.0807,53013,5373,62314,22639
Tsunami,9,79954,885.41,18.0,12,Mamit,Mizoram,23.7423,92.939,140749,19144,217086,63137
Flood,7,86295,402.16,32.4,19,Bemetara,Chhattisgarh,21.1388,81.6898,162079,19276,241489,52166
Earthquake,1,64627,820.66,13.5,17,Aravalli,Gujarat,23.1897,72.3955,64377,4827,63318,38638
Earthquake,1,70665,914.75,34.5,30,Baghpat,Uttar Pradesh,26.783,81.3904,108762,9876,88668,47227
Fire,1,48536,174.07,10.4,26,Siwan,Bihar,25.2547,85.9269,51824,5429,39600,14598
Earthquake,2,2874,892.49,33.9,3,Jind,Haryana,29.1538,76.1207,537,448,2253,1364
